mean,std,max,min,skew,kurtosis,delta,theta,alpha,beta,label
-21.17909904602367,95.23243040592216,167.20857045301935,-236.77564176581612,-0.2870229865038319,-0.6057601234759988,2587.9106851091833,168.12091912835598,1749.9594779391366,6657.073933114074,0
-65.29822659383112,472.83925875362405,467.1050193042094,-1710.9054078746717,-1.4537832621721953,1.2013812799168546,135092.5511560074,75690.04689331372,28374.263110661606,31336.62821194448,1
1.6082504071418047,46.6997243555719,139.57342079883864,-72.08580200782971,0.6958472658821161,0.15599347506209993,175.9845533035486,292.12563332559796,322.8366946976972,503.6487632786951,0
3.1039659674455287,19.22443705302844,47.1425503279358,-38.82677537277568,0.032464502597478906,-0.632094905945908,169.86084734033045,31.391697054956644,49.858651107953996,82.5578143021474,0
-2.458174653407177,45.27660490754157,90.25314057406976,-109.45745713137472,-0.3137479488168187,-0.5987982770119453,414.72310970470625,113.4860745910955,162.20524240103111,347.94157094866335,0
1.6687502729203074,37.46638378420789,74.62312035600897,-88.4061407392947,-0.18105016565435175,-0.6866228012913065,102.32009258400112,102.88192025500878,716.2265534861687,347.7076216555655,0
2.0229126466796634,80.80137618949333,157.63224440800528,-241.1451934863366,-0.6780134500534415,0.4766277646770156,784.398985508437,74.11759128276077,1818.6795132569475,614.5227305090676,0
-7.604433996267104,36.85364823083462,70.52160126143234,-87.83026885935155,-0.4626585149151299,-0.4060606497463852,943.5287434382363,368.79443865370587,50.93571766100842,22.859352123719063,0
26.33645301379928,157.03777673583716,428.5685732759144,-379.7185278390802,-0.35174189621843194,0.13134211829223386,1758.2129019266777,14414.870095863815,1472.170547571475,1014.7197701676541,1
1.3049792889732488,33.38231433076052,85.87622180248476,-102.51271076004484,-0.3459356965696543,0.618566095520825,104.06234836765765,101.80955690509188,317.6689698066954,372.3095106932754,0
-1.4493041894191,35.53464038339332,60.14018357206699,-116.23624053585988,-0.4360113031796519,0.11625628254015741,101.65140141871915,182.08284269851652,310.9642467847377,552.4344574769017,0
43.325341533023014,295.28999307063424,861.6182446295476,-422.7978726609656,0.5085475910192438,-0.5035313169323734,29380.69776957458,44553.98430755358,19646.943695133614,8860.461858993162,1
-37.97350491650851,105.40538463125597,155.64014195827195,-315.4742844481195,-0.7655403843507508,-0.013965775839315242,6623.922452422346,503.9692178973663,963.8126199473802,331.00132281023974,0
-7.677313648732691,69.5974168160662,192.98892492334005,-152.74762654281167,0.5252879221088109,0.16722870972403125,608.8998258611747,131.96305671929215,4207.556619307264,732.7082168160408,0
1.1446137508455752,30.26938016148943,64.20257440328173,-77.88858385133264,-0.2489567434206348,-0.10078442284742817,390.62085238638434,920.5140990959662,193.99191568792534,85.94679508406699,0
13.880560801277754,55.389174621392364,117.35756612872268,-89.86392087187141,0.03222322815675626,-1.0363774839217526,1774.9293661960178,417.05290299268984,392.9754152052329,37.168987927385544,0
-0.6183788643256808,24.580946019208852,45.21166195981457,-53.21217686624406,-0.3513221418342237,-0.7195987262947869,315.94184944331715,143.7088308941585,60.872951255864905,9.825062771865936,0
-4.436425676753666,35.56622677545587,68.43435487553324,-100.81762503584982,-0.48981538061658664,-0.4320734535054713,76.22851870123677,1136.2298543871207,248.0613668105233,33.145628784103096,0
8.589040843352407,36.36325794495695,80.87606729488154,-112.61908256926426,-0.653151128348218,0.7039822970579244,309.38923872881696,148.4895624018343,617.6734265661152,676.2823363138295,0
8.496896267204425,79.43388019268367,139.0951940917758,-202.7749839637142,-0.6854489355412013,0.38138042915389025,2611.297642910986,1960.7447809623714,293.5299558029404,140.46091183927183,0
-56.62064360049128,562.1373805073878,887.0983908008366,-1446.3523971071468,-0.534177173998474,-0.5883889117226877,18424.13148680271,221521.7325925744,64632.45006519559,26040.549645523464,1
